gene_claim_name	gene_name	entrez_id	gene_claim_source
SHPRH	SHPRH	257218	GO
BE0001921	GCDH	2639	DrugBank
ENSG00000239553	RN7SL12P	106480926	Ensembl
ENSG00000236953	ZDHHC20-IT1	100874367	Ensembl
Mammalian target of rapamycin complex 1			TTD
ENSG00000288300			Ensembl
LRP6	LRP6	4040	GO
ENSG00000174437	ATP2A2	488	Ensembl
ENSG00000170231	FABP6	2172	Ensembl
SARS	SARS	6301	Pharos
ENSG00000230409	TCEA1P2	399511	Ensembl
TRGC1	TRGC1	6966	GO
ENSG00000012983	MAP4K5	11183	RussLampel
PAX5	PAX5	5079	MskImpact
ENSG00000162618	ADGRL4	64123	RussLampel
DUSP4	DUSP4	1846	dGene
ENSG00000205559	CHKB-AS1	100144603	Ensembl
OR1J1	OR1J1	347168	dGene
ENSG00000286565			Ensembl
ENSG00000253251	TRAPPC13	80006	Ensembl
ADRB3	ADRB3	155	dGene
ENSG00000230587			Ensembl
ENSG00000283840	MIR6764	102466730	Ensembl
ENSG00000153820	SPHKAP	80309	Ensembl
ENSG00000186340	THBS2	7058	Ensembl
DLG5	DLG5	9231	PharmGKB
TBXA2R	TBXA2R	6915	NCI
MNPEP	METAP2	10988	ChemblInteractions
ENSG00000225896			Ensembl
CTGF messenger RNA			TTD
ENSG00000287612			Ensembl
P37088	SCNN1A	6337	TEND
ENSG00000261795			Ensembl
BE0004935	HAPLN3	145864	DrugBank
ENSG00000198739	LRRTM3	347731	Ensembl
GIPR	GIPR	2696	dGene
ENSG00000234595			Ensembl
FGFR1OP2	FGFR1OP2	26127	PharmGKB
Q9Y6J8	STYXL1	51657	HopkinsGroom
ENSG00000253431	SRPK2P	100419416	Ensembl
DAD1	DAD1	1603	GO
RANKL	TNFSF11	8600	TALC
CYBB	CYBB	1536	HumanProteinAtlas
ENSG00000274308			Ensembl
ENSG00000105877	DNAH11	8701	Ensembl
ENSG00000264845			Ensembl
OPLAH	OPLAH	26873	HumanProteinAtlas
779	CACNA1S	779	GuideToPharmacology
OR4Q2	OR4Q2	390432	dGene
BE0000065	DLAT	1737	DrugBank
51382	ATP6V1D	51382	GuideToPharmacology
ENSG00000237493			Ensembl
XK	XK	7504	HumanProteinAtlas
ENSG00000222760	RNU4-53P	106479582	Ensembl
ENSG00000260193			Ensembl
BE0000030	SLC7A11	23657	DrugBank
ENSG00000241590	RPL17P37	100271411	Ensembl
ENSG00000234436			Ensembl
ENSG00000204323	SMIM5	643008	Ensembl
MAPK14	MAPK14	1432	ClearityFoundationClinicalTrial
ENSG00000202337	RNU6-8	101954278	Ensembl
ENOSF1	ENOSF1	55556	NCI
ENSG00000267881			Ensembl
FGR	FGR	2268	dGene
ENSG00000164116	GUCY1A3	2982	RussLampel
ENSG00000286069			Ensembl
Q96RQ9	IL4I1	259307	HopkinsGroom
Q4VNC0	ATP13A5	344905	HopkinsGroom
ENSG00000116741	RGS2	5997	Ensembl
ENSG00000214832	UPF3AP2	147150	Ensembl
ENSG00000224282			Ensembl
ENSG00000189306	RRP7A	27341	Ensembl
ENSG00000147168	IL2RG	3561	Ensembl
ENSG00000041353	RAB27B	5874	Ensembl
ENSG00000226432			Ensembl
ENSG00000054267	ARID4B	51742	Ensembl
ENSG00000001561	ENPP4	22875	Ensembl
ENSG00000113761	ZNF346	23567	Ensembl
ENSG00000100867	DHRS2	10202	RussLampel
ENSG00000250634	LINC01182	101929071	Ensembl
ENSG00000288085			Ensembl
ATP4B	ATP4B	496	Pharos
ENSG00000091583	APOH	350	Ensembl
ENSG00000241494			Ensembl
ENSG00000285534			Ensembl
ENSG00000207181	SNORA14B	677802	Ensembl
FAM20A	FAM20A	54757	GO
ENSG00000222126	RNU2-9P	106481636	Ensembl
ENSG00000127993	RBM48	84060	Ensembl
ENSG00000260134	C1QL1P1	106480353	Ensembl
GABRA4	GABRA4	2557	ChemblInteractions
ENSG00000100387	RBX1	9978	Ensembl
Plasmodium 80S ribosome			TTD
ENSG00000285582			Ensembl
ENSG00000259546			Ensembl
ENSG00000196188	CTSE	1510	HingoraniCasas
ENSG00000206908	RNU1-136P	106481632	Ensembl
ENSG00000255236			Ensembl
CNGA3	CNGA3	1261	Pharos
ENSG00000286057			Ensembl
ENSG00000236303			Ensembl
ENSG00000283376			Ensembl
ENSG00000278467			Ensembl
ENSG00000240632	SPATA31D5P	347127	Ensembl
ENSG00000148450	MSRB2	22921	Ensembl
ENSG00000163220	S100A9	6280	Ensembl
ENSG00000264251	RN7SL819P	106481145	Ensembl
GPR4	GPR4	2828	IDG
ENSG00000227722			Ensembl
ENSG00000259804			Ensembl
ENSG00000260459	FTLP14	100462794	Ensembl
PTPRD	PTPRD	5789	PharmGKB
ENSG00000279413			Ensembl
ENSG00000202514			Ensembl
PRDM5	PRDM5	11107	BaderLabGenes
ENSG00000224426	SLC31A1P1	117151	Ensembl
KCNB2	KCNB2	9312	BaderLabGenes
ENSG00000205220	PSMB10	5699	HingoraniCasas
ENSG00000188342	GTF2F2	2963	Ensembl
ENSG00000091704	CPA1	1357	HingoraniCasas
ENSG00000263604			Ensembl
3360	HTR4	3360	GuideToPharmacology
8501	SLC43A1	8501	GuideToPharmacology
ENSG00000163467	TSACC	128229	Ensembl
ENSG00000153896	ZNF599	148103	Ensembl
ENSG00000177023	DEFB104B	503618	HingoraniCasas
PRKCG	PRKCG	5582	BaderLabGenes
ENSG00000172893	DHCR7	1717	HingoraniCasas
ENSG00000274054	MIR4727	100616416	Ensembl
ENSG00000168918	INPP5D	3635	RussLampel
GLS	GLS	2744	NCI
ENSG00000207922	MIR566	693151	Ensembl
ENSG00000270835			Ensembl
ENSG00000167494	NOS2P2	201288	Ensembl
ENSG00000251283	LINC02272	107986322	Ensembl
Q969P6	TOP1MT	116447	TEND
ENSG00000182885	ADGRG3	222487	Ensembl
8698	S1PR4	8698	GuideToPharmacology
ENSG00000260944	FOXC2-AS1	103752587	Ensembl
ENSG00000170584	NUDCD2	134492	Ensembl
ENSG00000155827	RNF20	56254	Ensembl
A6NET4	OR5K3	403277	HopkinsGroom
Aggrecanase	ADAMTS5	11096	TTD
ZNF280C	ZNF280C	55609	Pharos
ENSG00000177311	ZBTB38	253461	Ensembl
ENSG00000288006			Ensembl
OR4D2	OR4D2	124538	dGene
PDGFRA	PDGFRA	5156	CGI
ENSG00000105392	CRX	1406	Ensembl
ENSG00000235774			Ensembl
ENSG00000255138	GLTPP1	645312	Ensembl
ENSG00000132164	SLC6A11	6538	Ensembl
ENSG00000252352	SNORA40	677822	Ensembl
ENSG00000260814			Ensembl
O75679	RFPL3	10738	HopkinsGroom
ENSG00000263572	MIR7853	102466866	Ensembl
OR4F15	OR4F15	390649	dGene
ENSG00000225785			Ensembl
ENSG00000174007	CEP19	84984	Ensembl
ENSG00000134245	WNT2B	7482	HingoraniCasas
C3AR1	C3AR1	719	GO
ENSG00000118514	ALDH8A1	64577	RussLampel
ENSG00000169926	KLF13	51621	Ensembl
ENSG00000230908			Ensembl
ENSG00000230176	LINC01433	728228	Ensembl
ENSG00000229307	LINC00459	100874180	Ensembl
ENSG00000259591			Ensembl
PMM2	PMM2	5373	HumanProteinAtlas
ENSG00000183196	CHST6	4166	HingoraniCasas
ENSG00000237798			Ensembl
ENSG00000218728	KRT18P44	139748	Ensembl
ENSG00000251061	LINC02512	107986241	Ensembl
ENSG00000223060			Ensembl
ENSG00000287021			Ensembl
ENSG00000273825			Ensembl
KL	KL	9365	HumanProteinAtlas
ENSG00000133030	MPRIP	23164	Ensembl
TCERG1	TCERG1	10915	Pharos
HOXD8	HOXD8	3234	Pharos
ENSG00000149260	CAPN5	726	RussLampel
ENSG00000276366			Ensembl
ENSG00000075035	WSCD2	9671	Ensembl
AMP-activated protein kinase			TTD
3738	KCNA3	3738	GuideToPharmacology
ENSG00000229224			Ensembl
ENSG00000159917	ZNF235	9310	Ensembl
Hypoxia-inducible factor 1 alpha	SETD2	29072	TTD
Q17RR3	PNLIPRP3	119548	HopkinsGroom
P25100	ADRA1D	146	HopkinsGroom
OR8G1	OR8G1	26494	GO
Phenylalanine hydroxylase	PAH	5053	TTD
56950	SMYD2	56950	GuideToPharmacology
WISP3	WISP3	8838	FoundationOneGenes
Q6P3R8	NEK5	341676	HopkinsGroom
ENSG00000243505	RN7SL240P	106479310	Ensembl
EDNRA	EDNRA	1909	dGene
BE0008966	SF3A2	8175	DrugBank
ENSG00000167772	ANGPTL4	51129	RussLampel
ENSG00000255076			Ensembl
ENSG00000223657	KRT8P51	106480676	Ensembl
ENSG00000127947	PTPN12	5782	RussLampel
MDM2	MDM2	4193	OncoKB
ENSG00000229028	KRT223P	643115	Ensembl
ENSG00000252448	SNORA63	6043	Ensembl
JUND	JUND	3727	NCI
BE0000707	RXRG	6258	DrugBank
ENSG00000112562	SMOC2	64094	HingoraniCasas
ENSG00000228436			Ensembl
ENSG00000258560			Ensembl
ENSG00000277297	ATP5A1P10	100132619	Ensembl
FANCG	FANCG	2189	FoundationOneGenes
ENSG00000198065			RussLampel
SCN1A messenger RNA			TTD
ENSG00000233484			Ensembl
ENSG00000153162	BMP6	654	HingoraniCasas
ENSG00000108788	MLX	6945	Ensembl
ENSG00000157259	GATAD1	57798	Ensembl
ENSG00000284265	MIR4683	100616500	Ensembl
ENSG00000119655	NPC2	10577	Ensembl
ENSG00000196189	SEMA4A	64218	Ensembl
ENSG00000167910	CYP7A1	1581	RussLampel
DGKD	DGKD	8527	Pharos
916	CD3E	916	GuideToPharmacology
ENSG00000254138			Ensembl
Human immunodeficiency virus Envelope glycoprotein gp120			TTD
ENSG00000221468	RNU6ATAC11P	106481162	Ensembl
ENSG00000237343			Ensembl
ENSG00000225647			Ensembl
ENSG00000207178	RNU6-1122P	106481936	Ensembl
TSSK2	TSSK2	23617	IDG
PBK	PBK	55872	Pharos
KYNU	KYNU	8942	HumanProteinAtlas
ENSG00000232688	LINC01628	102724321	Ensembl
80723	SLC35G2	80723	GuideToPharmacology
ENSG00000253927			Ensembl
ENSG00000108883	EFTUD2	9343	HingoraniCasas
CA7	CA7	766	ChemblInteractions
CASP4	CASP4	837	Pharos
ENSG00000186119	OR5D18	219438	RussLampel
CRYGD	CRYGD	1421	Pharos
AKT2	AKT2	208	ClearityFoundationClinicalTrial
ENSG00000230952			Ensembl
KCNC1	KCNC1	3746	ChemblInteractions
ENSG00000230630	DNM3OS	100628315	Ensembl
ENSG00000174970	OR10AG1	282770	Ensembl
ENSG00000195024	RNU1-15P	26858	Ensembl
EPHA2	EPHA2	1969	dGene
ENSG00000115386	REG1A	5967	Ensembl
80216	ALPK1	80216	GuideToPharmacology
TUBA2	TUBA3D	113457	ChemblInteractions
ENSG00000167011	NAT16	375607	Ensembl
ENSG00000236403			Ensembl
ENSG00000229192			Ensembl
ENSG00000188838	AKR7L	246181	RussLampel
ENSG00000285882			Ensembl
Q8NH90	OR5AK2	390181	HopkinsGroom
ENSG00000101187	SLCO4A1	28231	RussLampel
WIF1	WIF1	11197	PharmGKB
ENSG00000262728			Ensembl
ENSG00000277171			Ensembl
LIMK1	LIMK1	3984	dGene
ENSG00000286824			Ensembl
ENSG00000198857	HSD3BP5	391081	Ensembl
ENSG00000251204			Ensembl
ENSG00000284027	MIR497	574456	Ensembl
ENSG00000271202	PRR13P7	100289644	Ensembl
ENSG00000211491	MIR320D1	100313896	Ensembl
P2RY8	P2RY8	286530	FoundationOneGenes
P4HA1	P4HA1	5033	DTC
ENSG00000226870			Ensembl
ENSG00000235944	ZNF815P	401303	Ensembl
ENSG00000154174	TOMM70	9868	Ensembl
ENSG00000161807	OR7G1	125962	HingoraniCasas
CUBN	CUBN	8029	NCI
ENSG00000283865	MTND3P18	107161164	Ensembl
ENSG00000240086			Ensembl
ENSG00000279232			Ensembl
ENSG00000254862			Ensembl
GALNT3	GALNT3	2591	Pharos
ENSG00000232709	MARK2P9	100507674	Ensembl
ENSG00000277775	HIST1H3F	8968	Ensembl
ENSG00000280466	SCARNA4	677771	Ensembl
ENSG00000229622	MTND5P2	100873209	Ensembl
BE0004965	TXN	7295	DrugBank
ENSG00000230445	LRRC37A6P	387646	Ensembl
ENSG00000229662			Ensembl
360	AQP3	360	GuideToPharmacology
PARP			TALC
ENSG00000259771			Ensembl
ENSG00000214846			Ensembl
ENSG00000261044			Ensembl
ENSG00000278278	MIR6816	102465490	Ensembl
ENSG00000259132			Ensembl
ENSG00000263574			Ensembl
ENSG00000156475	PPP2R2B	5521	Ensembl
ENSG00000244564			Ensembl
ENSG00000237248	LINC00987	100499405	Ensembl
BE0000277	SLC25A13	10165	DrugBank
MGAT1	MGAT1	4245	Pharos
HBRR	RYR3	6263	ChemblInteractions
ENSG00000279789			Ensembl
KDR	KDR	3791	CancerCommons
PRKAG3	PRKAG3	53632	DTC
Gastrin-releasing peptide receptor	GRPR	2925	TTD
Vacuolar-type proton ATPase catalytic A			TTD
ENSG00000231630			Ensembl
ENSG00000231767	RPS27AP5	100271374	Ensembl
P2X purinoceptor 3	P2RX3	5024	TTD
ENSG00000163468	CCT3	7203	Ensembl
ENSG00000125508	SRMS	6725	HingoraniCasas
ENSG00000235152			Ensembl
ENSG00000255875			Ensembl
ENSG00000198216	CACNA1E	777	HingoraniCasas
OR13C7	OR13C7	81377	Pharos
ENSG00000170734	POLH	5429	Ensembl
SLC12A4	SLC12A4	6560	Pharos
ENSG00000286315			Ensembl
PRDM12	PRDM12	59335	BaderLabGenes
ENSG00000252291	SNORA31	677814	Ensembl
ASXL1	ASXL1	171023	FoundationOneGenes
MAPK13	MAPK13	5603	PharmGKB
SLC19A1	SLC19A1	6573	PharmGKB
TTYH1	TTYH1	57348	IDG
CYP4F2	CYP4F2	8529	HumanProteinAtlas
ENSG00000087586	AURKA	6790	HingoraniCasas
SC5D	SC5D	6309	Pharos
ENSG00000225720			Ensembl
GDF15	GDF15	9518	GO
DDX6	DDX6	1656	CarisMolecularIntelligence
ENSG00000257994			Ensembl
NEK4	NEK4	6787	Pharos
ENSG00000235306	GAPDHP34	646877	Ensembl
ENSG00000233392			Ensembl
IGHD	IGHD	3495	GO
ENSG00000279457			Ensembl
ENSG00000010282	HHATL	57467	RussLampel
ENSG00000233659	NDUFA5P4	100128136	Ensembl
ENSG00000250886			Ensembl
Interleukin-15	IL15	3600	TTD
ENSG00000143125	PROK1	84432	Ensembl
ENSG00000236671	PRKG1-AS1	100506939	Ensembl
ENSG00000229980	TOB1-AS1	400604	Ensembl
ENSG00000255823	MTRNR2L8	100463486	Ensembl
ENSG00000275287			Ensembl
ENSG00000236021			Ensembl
ENSG00000284474			Ensembl
ENSG00000259571	BLID	414899	Ensembl
ENSG00000231189			Ensembl
HSD11B2	HSD11B2	3291	Pharos
OR6C1	OR6C1	390321	dGene
ENSG00000228308	LINC01209	101928684	Ensembl
ENSG00000183695	MRGPRX2	117194	RussLampel
LHFPL6	LHFPL6	10186	CarisMolecularIntelligence
ENSG00000177535	OR2B11	127623	Ensembl
ENSG00000259715			Ensembl
ENSG00000206803	RNU6-968P	106481485	Ensembl
ENSG00000172382	PRSS27	83886	Ensembl
ENSG00000227969	NPM1P22	390411	Ensembl
ENSG00000275143	SCARNA16	677781	Ensembl
ENSG00000187079	TEAD1	7003	Ensembl
ABCG1	ABCG1	9619	PharmGKB
ENSG00000163513	TGFBR2	7048	RussLampel
BE0003402	TUBB6	84617	DrugBank
ENSG00000229949			Ensembl
ENSG00000226855	RPSAP17	100270873	Ensembl
ENSG00000256995			Ensembl
ENSG00000128408	RIBC2	26150	Ensembl
ENSG00000283040			Ensembl
TAS2R7	TAS2R7	50837	IDG
ENSG00000233246			Ensembl
ENSG00000271196			Ensembl
ENSG00000230224	PHBP9	100289414	Ensembl
ENSG00000225037	EIF1AX-AS1	100874078	Ensembl
ENSG00000273849	SDR42E1P4	100422348	Ensembl
OR8H1	OR8H1	219469	Pharos
BE0000953	EGF	1950	DrugBank
ENSG00000110448	CD5	921	HingoraniCasas
RIOK3	RIOK3	8780	GO
CEBPE	CEBPE	1053	Pharos
TRIM24	TRIM24	8805	Pharos
NME2	NME2	4831	PharmGKB
PLA2G6	PLA2G6	8398	PharmGKB
BMP10	BMP10	27302	Pharos
ENSG00000214708			Ensembl
ENSG00000283423			Ensembl
TRAV38-2DV8	TRAV38-2DV8	28643	Pharos
Q9NVP4	DZANK1	55184	HopkinsGroom
ENSG00000207492	RNU6-713P	106479882	Ensembl
ENSG00000235549	EIF1P2	100288425	Ensembl
ENSG00000138363	ATIC	471	HingoraniCasas
STK36	STK36	27148	Pharos
Farnesoid X-activated receptor	NR1H4	9971	TTD
ENSG00000227549			Ensembl
NR5A2	NR5A2	2494	Pharos
ENSG00000232163	RPLP1P13	100874124	Ensembl
ENSG00000254961	TUBB4BP4	106480434	Ensembl
CA4	CA4	762	GO
ENSG00000136098	NEK3	4752	Ensembl
MELK	MELK	9833	GO
1493	CTLA4	1493	GuideToPharmacology
3680	ITGA9	3680	GuideToPharmacology
ENSG00000237345			Ensembl
ENSG00000135776	ABCB10	23456	RussLampel
ENSG00000232801	SDCBPP3	100131656	Ensembl
ENSG00000263527	MIR4526	100616130	Ensembl
ENSG00000280414			Ensembl
HDAC4	HDAC4	9759	Tempus
ENSG00000172508	CARNS1	57571	Ensembl
Adrenergic receptor alpha-2B	ADRA2B	151	TTD
ENSG00000287126			Ensembl
ENSG00000110025	SNX15	29907	Ensembl
ENSG00000141759	TXNL4A	10907	Ensembl
ENSG00000240755	ERLEC1P1	100288870	Ensembl
ENSG00000238217	LINC01877	101927641	Ensembl
ENSG00000104888	SLC17A7	57030	Ensembl
ENSG00000163214	DHX57	90957	Ensembl
ENSG00000275162			Ensembl
OAT4	SLC22A11	55867	ChemblInteractions
PPYR1	NPY4R	5540	dGene
ENSG00000207440	RNU6-541P	106481352	Ensembl
ENSG00000184160	ADRA2C	152	Ensembl
ENSG00000235008			Ensembl
ENSG00000148948	LRRC4C	57689	HingoraniCasas
ENSG00000003056	M6PR	4074	HingoraniCasas
MAGEA2	MAGEA2	4101	Pharos
ENSG00000229147	SMPD4P2	441654	Ensembl
ENSG00000262406	MMP12	4321	Ensembl
ENSG00000226884	RPS29P10	100132037	Ensembl
RNF19B	RNF19B	127544	Pharos
ENSG00000214039	LINC02418	100190940	Ensembl
BE0002282	MGST1	4257	DrugBank
DIS3L2	DIS3L2	129563	Tempus
ENSG00000064199	SPA17	53340	Ensembl
ENSG00000172828	CES3	23491	HingoraniCasas
Q96RD2	OR52B2	255725	HopkinsGroom
ENSG00000258392	RPA2P1	326628	Ensembl
ENSG00000225971	RPS3AP51	100271600	Ensembl
ENSG00000277313	RN7SK	125050	Ensembl
LTC4S	LTC4S	4056	HumanProteinAtlas
ENSG00000164830	OXR1	55074	Ensembl
ENSG00000233158	RPS24P6	100216339	Ensembl
ENSG00000288526			Ensembl
ENSG00000252003	RNU7-154P	106481802	Ensembl
ENSG00000226493	RPL26P27	100271471	Ensembl
ENSG00000058453	CROCC	9696	Ensembl
ENSG00000284436	MIR6869	102465524	Ensembl
Q7RTY8	TMPRSS7	344805	HopkinsGroom
UBE2R2	UBE2R2	54926	Pharos
ENSG00000251301	LINC02384	100507195	Ensembl
ENSG00000230453	ANKRD18B	441459	Ensembl
ENSG00000260759			Ensembl
ENSG00000155545	MIER3	166968	Ensembl
ENSG00000266086			Ensembl
GRK1	GRK1	6011	Pharos
ENSG00000227496			Ensembl
ENSG00000253852			Ensembl
ENSG00000283770	MIR6849	102466749	Ensembl
ENSG00000222761	RNU6-684P	106481396	Ensembl
ENSG00000273372	SFTPD-AS1	105419997	Ensembl
ENSG00000274051			Ensembl
SLC13A5	SLC13A5	284111	GO
BRSK2	BRSK2	9024	dGene
ENSG00000249992	TMEM158	25907	Ensembl
ENSG00000199157	MIR208A	406990	Ensembl
PZP	PZP	5858	NCI
ENSG00000171291	ZNF439	90594	Ensembl
KIF6	KIF6	221458	PharmGKB
ENSG00000217159	LARP1P1	100379623	Ensembl
HMGCS2	HMGCS2	3158	PharmGKB
ENSG00000079950	STX7	8417	Ensembl
ENSG00000274263	MIR7702	102465800	Ensembl
ENSG00000213020	ZNF611	81856	Ensembl
ENSG00000176294	OR4N2	390429	Ensembl
Q6VAB6	KSR2	283455	HopkinsGroom
ENSG00000230490			Ensembl
5165	PDK3	5165	GuideToPharmacology
ENSG00000186474	KLK12	43849	Ensembl
P07333	CSF1R	1436	TdgClinicalTrial
ENSG00000228549			Ensembl
ENSG00000235368	SAPCD2P2	442317	Ensembl
P00915	CA1	759	TEND
ENSG00000251917	RNU1-86P	106480666	Ensembl
ENSG00000268573			Ensembl
CBS	CBS	875	PharmGKB
ENSG00000072133	RPS6KA6	27330	HingoraniCasas
5260	PHKG1	5260	GuideToPharmacology
ENSG00000160877	NACC1	112939	Ensembl
Tankyrase	TNKS	8658	TTD
ENSG00000227128	LBX1-AS1	399806	Ensembl
OR4P4	OR4P4	81300	Pharos
P08697	SERPINF2	5345	HopkinsGroom
ENSG00000224539	SAGE4P	442465	Ensembl
ENSG00000213543	RARRES2P2	644425	Ensembl
ENSG00000279297			Ensembl
ENSG00000275381			Ensembl
IGF2R	IGF2R	3482	GO
CDK13	CDK13	8621	IDG
POMC	POMC	5443	GO
HRAS	HRAS	3265	CarisMolecularIntelligence
ENSG00000226763	SRRM5	100170229	Ensembl
ENSG00000244139	RN7SL397P	106479369	Ensembl
PI4KAP1	PI4KAP1	728233	Pharos
Q16611	BAK1	578	HopkinsGroom
ENSG00000271119			Ensembl
ENSG00000213906	LTB4R2	56413	Ensembl
ENSG00000269752			Ensembl
ENSG00000143543	JTB	10899	Ensembl
ADPGK	ADPGK	83440	Pharos
RHBDF2	RHBDF2	79651	PharmGKB
2911	GRM1	2911	GuideToPharmacology
ENSG00000211858	TRAJ31	28724	Ensembl
ENSG00000185290	NUPR2	389493	Ensembl
21	ABCA3	21	GuideToPharmacology
KCNK10	KCNK10	54207	BaderLabGenes
ALK	ALK	238	Pharos
ENSG00000227200			Ensembl
ENSG00000286109			Ensembl
ENSG00000279718	SNX18P12	100419041	Ensembl
ENSG00000288177			Ensembl
ENSG00000179934	CCR8	1237	Ensembl
ENSG00000149133	OR5F1	338674	RussLampel
ENSG00000284049	MIR650	723778	Ensembl
Q16288	NTRK3	4916	TdgClinicalTrial
ENSG00000226532			Ensembl
BE0004191	ROCK2	9475	DrugBank
OR2AP1	OR2AP1	121129	dGene
ENSG00000180353	HCLS1	3059	Ensembl
ENSG00000260187	PPIAP48	111082978	Ensembl
ENSG00000248925			Ensembl
ENSG00000006116	CACNG3	10368	HingoraniCasas
ENSG00000236874			Ensembl
ENSG00000159403	C1R	715	RussLampel
ENSG00000285867			Ensembl
SULT1A3	SULT1A3	6818	PharmGKB
ENSG00000198435	NRARP	441478	Ensembl
ENSG00000174408	PPIAP24	122335	Ensembl
ENSG00000105707	HPN	3249	RussLampel
ENSG00000264837	VN1R71P	100312817	Ensembl
ENSG00000207474	RNY1P7	100873806	Ensembl
P13500	CCL2	6347	TdgClinicalTrial
ENSG00000200817	RNU6-899P	106479964	Ensembl
GPR78	GPR78	27201	GO
CXCR5	CXCR5	643	GO
ENSG00000235010			Ensembl
SCYA11	CCL11	6356	ChemblInteractions
BE0000607	NARS	4677	DrugBank
ENSG00000284977			Ensembl
EBF1	EBF1	1879	Pharos
ENSG00000149418	ST14	6768	HingoraniCasas
ENSG00000100852	ARHGAP5	394	Ensembl
BE0002343	CHRNA9	55584	DrugBank
ENSG00000258569			Ensembl
ALDH1A3	ALDH1A3	220	Pharos
Q7L0J3	SV2A	9900	TdgClinicalTrial
DTYMK	DTYMK	1841	PharmGKB
HDAC8	HDAC8	55869	TALC
ENSG00000165186	PTCHD1	139411	Ensembl
ENSG00000226829			Ensembl
ENSG00000204209	DAXX	1616	Ensembl
ENSG00000242109	NPM1P23	100422256	Ensembl
BE0000511	ERBB2	2064	DrugBank
ENSG00000079462	PAFAH1B3	5050	Ensembl
RPL41	RPL41	6171	Pharos
O75914	PAK3	5063	HopkinsGroom
CDK6	CDK6	1021	GO
ENSG00000143365	RORC	6097	RussLampel
ABCC5	ABCC5	10057	Pharos
ERBB3	ERBB3	2065	CarisMolecularIntelligence
ENSG00000205482	SPDYE18	100505767	Ensembl
ENSG00000185924	RTN4RL1	146760	Ensembl
ENSG00000279721			Ensembl
POLE	POLE	5426	Tempus
ENSG00000122733	PHF24	23349	Ensembl
BE0000209	SERPINA6	866	DrugBank
ENSG00000110844	PRPF40B	25766	Ensembl
ENSG00000249637			Ensembl
BE0008666			DrugBank
ENSG00000251411			Ensembl
ENSG00000188316	ENO4	387712	Ensembl
ENSG00000222607	RNU6-628P	106480396	Ensembl
TIGIT	TIGIT	201633	GO
ENSG00000266954			Ensembl
ENSG00000180437	OR6K4P	128370	Ensembl
ENSG00000255047	HNRNPRP2	100421354	Ensembl
ENSG00000133706	LARS	51520	HingoraniCasas
ENSG00000212407	RNU6-663P	106481391	Ensembl
ENSG00000248295	DDX43P1	100421307	Ensembl
ENSG00000258175	LINC02300	105370422	Ensembl
MAPK6	MAPK6	5597	PharmGKB
ENSG00000278571	MIR7161	102465694	Ensembl
BE0005815	CCS	9973	DrugBank
ZNF806	ZNF806	646915	Pharos
ENSG00000162441	LZIC	84328	Ensembl
ENSG00000213940			Ensembl
ENSG00000226800	CACTIN-AS1	404665	Ensembl
ENSG00000260604			Ensembl
ENSG00000261570			Ensembl
ENSG00000112245	PTP4A1	7803	HingoraniCasas
ENSG00000252266			Ensembl
Q9GZQ4	NMUR2	56923	HopkinsGroom
Leucine-rich repeat kinase 2 G2019S mutant			TTD
ENSG00000147145	LPAR4	2846	RussLampel
ENSG00000223410			Ensembl
ENSG00000227508	LINC01624	401289	Ensembl
6199	RPS6KB2	6199	GuideToPharmacology
ENSG00000132591	ERAL1	26284	Ensembl
P25105	PTAFR	5724	HopkinsGroom
BE0002252	SDHD	6392	DrugBank
WNT4	WNT4	54361	Pharos
ENSG00000265345	MIR5188	100847004	Ensembl
ENSG00000232136	DUXAP7	503636	Ensembl
ENSG00000142515	KLK3	354	Ensembl
BE0004515	PAPOLA	10914	DrugBank
ENSG00000128694	OSGEPL1	64172	Ensembl
RELA	RELA	5970	NCI
ENSG00000171155	C1GALT1C1	29071	Ensembl
ENSG00000232682			Ensembl
ENSG00000084754	HADHA	3030	Ensembl
ENSG00000186009	ATP4B	496	HingoraniCasas
ENSG00000224533	TMLHE-AS1	100507404	Ensembl
ENSG00000121552	CSTA	1475	Ensembl
ENSG00000229182	MRPS16P1	137406	Ensembl
ENSG00000146802	TMEM168	64418	Ensembl
27133	KCNH5	27133	GuideToPharmacology
ENSG00000166863	TAC3	6866	HingoraniCasas
ENSG00000120235	IFNA6	3443	Ensembl
ENSG00000255622	PCDHB17P	54661	Ensembl
SLC16A1	SLC16A1	6566	Pharos
ENSG00000284734			Ensembl
ADM	ADM	133	GO
OR10H2	OR10H2	26538	dGene
ENSG00000280078			Ensembl
3066	HDAC2	3066	GuideToPharmacology
P15559	NQO1	1728	TdgClinicalTrial
ENSG00000286926			Ensembl
ENSG00000178723	GLULP4	392305	Ensembl
23586	DDX58	23586	GuideToPharmacology
RDH5	RDH5	5959	Pharos
ENSG00000126524	SBDS	51119	Ensembl
ENSG00000126561	STAT5A	6776	HingoraniCasas
ENSG00000243888			Ensembl
ENSG00000237131			Ensembl
DNMT3A	DNMT3A	1788	ChemblInteractions
TBXT	T	6862	Pharos
ASS1	ASS1	445	CIViC
ENSG00000260347	MOCS1P1	27187	Ensembl
ENSG00000188629	ZNF177	7730	Ensembl
ENSG00000279437			Ensembl
LINC00251	LINC00251	552859	PharmGKB
CACNG4	CACNG4	27092	IDG
IGHMBP2	IGHMBP2	3508	GO
P48736	PIK3CG	5294	HopkinsGroom
